Title,Price,Rating,Image,Product Link,Ad/Organic Result
"HP 15, Intel Core Ultra 5 125H (16GB DDR5, 1TB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)*Office24, Silver, 1.65kg, fd1354TU, Intel Arc Graphics, FHD Camera w/Shutter, AI Powered Laptop","79,990",3.7 out of 5 stars,https://m.media-amazon.com/images/I/71dyfY6G0aL._AC_UY218_.jpg,N/A,Ad
"ASUS Vivobook 15, Smartchoice,Intel Core i5 13th Gen 13420H,16GB RAM, 512GB SSD, FHD 15.6"",Windows 11, Office Home 2024, Quiet Blue, 1.70 kg, X1502VA-BQ836WS,Intel UHD iGPU, M365 Basic (1Year)* Laptop","61,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/818iNyzckGL._AC_UY218_.jpg,N/A,Ad
"ASUS Vivobook 15, Intel Core i7 13th Gen 13620H, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Cool Silver, 1.70kg, X1502VA-BQ837WS, Intel UHD iGPU, M365 Basic (1Year)* Laptop","65,990",4.0 out of 5 stars,https://m.media-amazon.com/images/I/71vmuzVDRFL._AC_UY218_.jpg,N/A,Ad
"HP OmniBook X Flip OLED (Previously Envy) Intel Core Ultra 5 226V, 40 Tops(16GB LPDDR5X,512GB SSD) 3K, Touch, 120hz,14''/35.6cm, Win11, Office24, Meteor Silver,1.38kg, fm0058TU,Pen, Next Gen AI Laptop","1,05,990",3.7 out of 5 stars,https://m.media-amazon.com/images/I/71N04uIPZDL._AC_UY218_.jpg,N/A,Organic
"HP 15s, AMD Ryzen 5000 Laptop (16GB RAM, 512GB SSD), 15.6""/39.6cm, FHD, Win 11, Office 21, Silver, 2.21kg, Backlit Keyboard, Eq2305Au/Eq2182Au","52,900",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71phX67q6zL._AC_UY218_.jpg,N/A,Organic
"HP Business Laptop (2026) AMD Ryzen 5 7535U 8GB DDR5 RAM, 512GB SSD, AMD Radeon Graphics, Windows 11 Pro, 15.6"" HD Display, Thin & Light, Turbo Silver, 1.45 kg","47,900",N/A,https://m.media-amazon.com/images/I/51JfDmvAvkL._AC_UY218_.jpg,N/A,Organic
"Alienware Area-15 Gaming Laptop,Intel Core Ultra 9 275HX+24GB RTX 5090,64GB,2TB SSD with Logitech G502 LS Wireless Gaming Mouse, 25000DPI Programmable and Logitech GProX Wired Gaming Headset","5,28,280",N/A,https://m.media-amazon.com/images/I/51MMQy-ZrXL._AC_UY218_.jpg,N/A,Organic
HP 15 (2025) AMD Ryzen 3 7335U Quad Core Laptop 16GB DDR5 512GB SSD AMD Radeon Graphics Windows 11 Pro MS Office 2024 Copilot Key AI PC 15.6-inch FHD Thin & Light 1.5kg Turbo Silver,"47,890",4.0 out of 5 stars,https://m.media-amazon.com/images/I/51JhuGKbySL._AC_UY218_.jpg,N/A,Organic
"Lenovo IdeaPad Slim 3, AMD Ryzen 7 8840HS, 24GB RAM, 1TB SSD, WUXGA IPS, AI PC, 15.3""/38.8cm, Backlit Keyboard, Windows 11, Office Home 2024, Grey, 1.6Kg, 1Yr ADP Free, 83KA004TIN, AI Powered Laptop","83,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81qhEwftqEL._AC_UY218_.jpg,N/A,Organic
"acer Aspire Lite, 13th Gen, Intel Core i3-1305U, 16GB RAM, 512GB SSD, Full HD 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop","48,990",3.7 out of 5 stars,https://m.media-amazon.com/images/I/81A-ZqCxtlL._AC_UY218_.jpg,N/A,Ad
"ASUS Vivobook 15,13th Gen,Intel Core i7-13620H(Intel UHD iGPU/16GB RAM/1TB SSD/FHD/15.6""/60Hz/Backlit Keyboard/42Whr/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.7 Kg)X1502VA-BQ1298WS","71,990",3.9 out of 5 stars,https://m.media-amazon.com/images/I/71CfNycRwnL._AC_UY218_.jpg,N/A,Ad
"ASUS Vivobook 15, Intel Core i7 13th Gen 13620H, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Cool Silver, 1.70kg, X1502VA-BQ837WS, Intel UHD iGPU, M365 Basic (1Year)* Laptop","65,990",4.0 out of 5 stars,https://m.media-amazon.com/images/I/71vmuzVDRFL._AC_UY218_.jpg,N/A,Ad
"ASUS Vivobook 15, Smartchoice,Intel Core i5 13th Gen 13420H,16GB RAM, 512GB SSD, FHD 15.6"",Windows 11, Office Home 2024, Quiet Blue, 1.70 kg, X1502VA-BQ836WS,Intel UHD iGPU, M365 Basic (1Year)* Laptop","61,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/818iNyzckGL._AC_UY218_.jpg,N/A,Ad
"Lenovo Smartchoice Ideapad Slim 3, 13th Gen Intel Core i7 13620H, 16GB RAM, 512GB SSD, WUXGA IPS, 15.3""/38.8cm, Win 11, Office 2024, Top Metal Cover Grey, 1.6Kg, 83K100CJIN/S1IN, Backlit KB, Laptop","76,990",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71IjxF4prWL._AC_UY218_.jpg,N/A,Ad
"Lenovo LOQ 2025 Intel Core i7-14700HX| NVIDIA RTX 5060 8GB (32GB RAM/1TB SSD/144Hz Refresh Rate/572 AI TOPS/15.6"" (39.6cm)/Windows 11/Office 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JE00T3IN","1,57,990",4.0 out of 5 stars,https://m.media-amazon.com/images/I/81swXev7cpL._AC_UY218_.jpg,N/A,Organic
"Alienware 16X Aurora Gaming Laptop, AI Enabled Intel Core Ultra9 HX Processor, 32GB DDR5, 1TB SSD, NVIDIA GeForce RTX 5070, 8GB GDDR7, 16"" QHD+ 240Hz Display, Backlit KB, Interstellar Indigo, 2.66kg","2,54,000",N/A,https://m.media-amazon.com/images/I/71dwZTo0yUL._AC_UY218_.jpg,N/A,Organic
"Dell 15 Laptop DC15250-15.6-inch FHD 120Hz Display, 13th Gen Intel Core i7-1355U, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, Onsite Service - Platinum Silver","89,290",4.4 out of 5 stars,https://m.media-amazon.com/images/I/71or-rIdySL._AC_UY218_.jpg,N/A,Organic
"ASUS Vivobook 15, Intel Core i7 13th Gen 13620H, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Cool Silver, 1.70kg, X1502VA-BQ837WS, Intel UHD iGPU, M365 Basic (1Year)* Laptop","65,990",4.0 out of 5 stars,https://m.media-amazon.com/images/I/71vmuzVDRFL._AC_UL320_.jpg,N/A,Organic
"ASUS Vivobook 15, Smartchoice,Intel Corei5 13thGen 13420H, 16GB RAM, 512GB SSD, FHD 15.6"", Win11, Office Home'24, M365 Basic (1Year)*, Cool Silver, 1.70kg, X1502VA-BQ835WS, Intel UHD iGPU, Laptop","59,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81gNMbbeqvL._AC_UL320_.jpg,N/A,Organic
"ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 16GB RAM, 512GB SSD, FHD 15.6"", Touchscreen, Win11, Office Home 2024, M365 Basic (1Year)*, Quiet Blue, 1.7Kg, X1504VA-E83959WS, Intel UHD iGPU, Laptop","49,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71VVn7vu2cL._AC_UL320_.jpg,N/A,Organic
"Aspire Lite 13th Gen Intel Core i5-1334U, Office 2024 + M365 Basic, 16 GB RAM/512GB SSD,Full HD, 15.6""/39.62 cm, Win 11 Home, Steel Gray, 1.59 KG, AL15-53, Metal Body, Thin and Light Premium Laptop","54,400",4.0 out of 5 stars,https://m.media-amazon.com/images/I/61yC4DN4asL._AC_UL320_.jpg,N/A,Organic
"HP 15, 13th Gen Intel Core i3-1315U (12GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fd0573TU, FHD Camera w/Shutter Laptop","52,690",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71FXHAM+jWL._AC_UL320_.jpg,N/A,Organic
"Lenovo Thinkpad P16s Intel Core Ultra 7 155H 16""(40.64 cm) WUXGA IPS 300Nits, AI Ready Thin and Light Workstation (32GB/1TB SSD/Win11 Pro/Backlit/NVIDIA RTX 4GB/Black/3Y Premier/1.82Kg), 21KSS0AK00","2,50,000",5.0 out of 5 stars,https://m.media-amazon.com/images/I/31zJttaGneL._AC_UY218_.jpg,N/A,Organic
"DELL Inspiron 5440 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5440 Thin and Light Laptop (14 inch, Ice Blue, 1.5 kg, with MS Office)","52,510",3.6 out of 5 stars,https://m.media-amazon.com/images/I/815EBJT+CoL._AC_UY218_.jpg,N/A,Organic
"Lenovo IdeaPad Slim 3, 12th Gen Intel Core i5-12450H (16GB LPDDR5, 512GB SSD), Anti-glare, FHD 15.6""(39.6cm), Win 11, Office Home 2024, Arctic Grey, 1.62Kg, 83ER00MDIN, Thin & Light, Backlit KB Laptop","60,900",4.0 out of 5 stars,https://m.media-amazon.com/images/I/81leoJuYYaL._AC_UY218_.jpg,N/A,Organic
"Samsung Galaxy Book2 NP550 Laptop, 39.6cm (15.6"") FHD Display, 12th Gen Intel Core i5 / 16GB DDR4 RAM / 512GB SSD/Win-11 Pro/ms-Office / 1.8kg / Graphite, (NP550XED-KA4IN)","59,990",5.0 out of 5 stars,https://m.media-amazon.com/images/I/51+EWrpsGAL._AC_UY218_.jpg,N/A,Organic
"acer Professional 14[New Launch], AMD Ryzen 7-7730U, 32GB RAM, 1TB SSD, 14"" Full HD Laptop, Windows 11 Pro, MSO21, 1.34KG, Backlite KB, Finger Print, Metal Body, 3 Year Warranty, 12 Mounths Antivrus","79,990",3.2 out of 5 stars,https://m.media-amazon.com/images/I/51Nhz72m1AL._AC_UY218_.jpg,N/A,Organic
"HP Laptop 14, Intel Core i5-1335U, 14-inch(35.6 cm),FHD,Anti-Glare,16GB DDR4,512GB SSD,Intel Iris X Graphics, Imagepad,Dual Speakers, Windows 11,MSO,Silver,1.4 kg, 14-gr0001TU","62,510",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71U11tcPYnL._AC_UY218_.jpg,N/A,Organic
"acer Aspire Lite, Intel Core i5 13th Gen - 1334U, 16GB RAM, 512GB SSD, Full HD 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop","54,980",3.8 out of 5 stars,https://m.media-amazon.com/images/I/61yC4DN4asL._AC_UY218_.jpg,N/A,Ad
"ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 12GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Quiet Blue, 1.7Kg, X1504VA-BQ332WS, Intel UHD iGPU, M365 Basic (1Year)*, 42Whrs Laptop","45,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71OUu3JeNIL._AC_UY218_.jpg,N/A,Ad
"MSI Crosshair A16, AMD 8th Gen. Ryzen 9 8940HX, 41cm QHD+ 240Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 5060, GDDR7 8GB/Cosmos Gray/2.5Kg) D8WFKG-035IN","1,62,900",4.5 out of 5 stars,https://m.media-amazon.com/images/I/51EWytLLqAL._AC_UY218_.jpg,N/A,Organic
"Lenovo V14 G4 AMD Ryzen 5 7520U 14"" (35.56 cm) FHD Laptop (16GB LPDDR5 RAM/512GB SSD/Windows 11 Home/Ms-Office /2GB AMD Radeon 610M Graphics/Dolby Audio/Arctic Grey/1.43 Kg), 1 Year Warranty","54,999",3.0 out of 5 stars,https://m.media-amazon.com/images/I/71SPCKh5E+L._AC_UY218_.jpg,N/A,Organic
"Lenovo Legion Pro 7 2025 Intel Core Ultra 9 275HX | NVIDIA RTX 5090 24GB (64GB RAM/1TB SSD/WQXGA OLED/240Hz/16 (40.6cm)/Windows 11/Office 2024+AI Now/Black/2.5Kg), 83F500D8IN AI Powered Gaming Laptop","4,72,490",N/A,https://m.media-amazon.com/images/I/81c6CME0d9L._AC_UY218_.jpg,N/A,Organic
"ASUS ROG Flow Z13 (2025), AMD Ryzen AI MAX+ 395,AMD Radeon iGPU, 64GB/1TB, 2.5K QHD,Touchscreen, 13.4"", 34 cm,Windows 11, M365 Basic(1yr)* Office24, Off Black, 1.59 Kg, GZ302EA-RU193WS, Gaming Laptop","2,99,990",3.5 out of 5 stars,https://m.media-amazon.com/images/I/615VSi-JX7L._AC_UY218_.jpg,N/A,Organic
"acer TravelLite Thin Laptop AMD Ryzen 5 7430U |16GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display |Privacy Shutter| Windows 11 | Metal Body | 1.34Kg | Black | 3 Year Warranty","49,800",5.0 out of 5 stars,https://m.media-amazon.com/images/I/81fYz-KdI6L._AC_UY218_.jpg,N/A,Organic
"ASUS Vivobook 15, Intel Core i7 13th Gen 13620H, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Cool Silver, 1.70kg, X1502VA-BQ837WS, Intel UHD iGPU, M365 Basic (1Year)* Laptop","65,990",4.0 out of 5 stars,https://m.media-amazon.com/images/I/71vmuzVDRFL._AC_UL320_.jpg,N/A,Organic
HP 14 Laptop,"87,400",4.0 out of 5 stars,https://m.media-amazon.com/images/I/61mtnjUbLWL._AC_UY218_.jpg,N/A,Organic
"Lenovo Thinkpad P16v Intel Core Ultra 7 155H 16""(40.64 cm) WUXGA IPS 300Nits, AI Ready Thin and Light Workstation (32GB/1TB SSD/Win11 Pro/Backlit/NVIDIA RTX 4GB/Black/3Y Premier/2.22Kg), 21KXS05500","2,11,990",5.0 out of 5 stars,https://m.media-amazon.com/images/I/31eBjDI7iOL._AC_UY218_.jpg,N/A,Organic
"acer TravelLite Thin Laptop AMD Ryzen 5 7430U (6-Core) |8GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display |Privacy Shutter| Windows 11| MS Office | Metal Body | 1.34Kg | Black | 1 Year Warranty","42,999",4.2 out of 5 stars,https://m.media-amazon.com/images/I/51xuTIRBMCL._AC_UY218_.jpg,N/A,Organic
"acer Aspire Lite, 13th Gen, Intel Core i3-1305U, 16GB RAM, 512GB SSD, Full HD 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop","48,990",3.7 out of 5 stars,https://m.media-amazon.com/images/I/81A-ZqCxtlL._AC_UY218_.jpg,N/A,Ad
"ASUS Vivobook 15,13th Gen,Intel Core i7-13620H(Intel UHD iGPU/16GB RAM/1TB SSD/FHD/15.6""/60Hz/Backlit Keyboard/42Whr/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.7 Kg)X1502VA-BQ1298WS","71,990",3.9 out of 5 stars,https://m.media-amazon.com/images/I/71CfNycRwnL._AC_UY218_.jpg,N/A,Ad
"Lenovo V14 Intel Core i3 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/Iron Grey/1.43 kg), 83A0A0PBIN","63,990",4.9 out of 5 stars,https://m.media-amazon.com/images/I/71odoZVRgaL._AC_UL320_.jpg,N/A,Organic
"Lenovo IdeaPad Slim 3 13th Gen Core i7-13620H 15.3"" (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Win 11/Office 2024/Backlit/1Yr ADP Free/Top Metal Cover & IR Camera/Grey/1.6Kg),83K1011BIN","81,390",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71K-77wHn2L._AC_UL320_.jpg,N/A,Organic
"ASUS Vivobook 15, Smartchoice,Intel Corei5 13thGen 13420H, 16GB RAM, 512GB SSD, FHD 15.6"", Win11, Office Home'24, M365 Basic (1Year)*, Cool Silver, 1.70kg, X1502VA-BQ835WS, Intel UHD iGPU, Laptop","59,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81gNMbbeqvL._AC_UL320_.jpg,N/A,Organic
"HP 15 (Metal ID & Fingerprint & Backlit Laptop)-13th Gen Intel Core i5-1334U (16GB DDR4 Ram,512GB SSD) 15.6''/39.6cm,FHD,Win11, M365 Basic(1yr),Office Home24,Silver,1.59kg,Iris Xe,FHD Camera hr0008TU","64,990",4.5 out of 5 stars,https://m.media-amazon.com/images/I/715Ou8PHLxL._AC_UL320_.jpg,N/A,Organic
"acer Aspire 3, Intel Core Celeron N4500, 12GB LPDDR4X RAM, 512GB SSD, HD, 15.6""/39.62cm, Windows 11 Home, Pure Silver, 1.5KG, A325-45, Thin and Light Laptop","39,000",3.5 out of 5 stars,https://m.media-amazon.com/images/I/61+6C077NmL._AC_UY218_.jpg,N/A,Organic
"HP 255R G10 Notebook (AMD Athlon Silver 7120U /8GB/512GB/DOS) 15.6-inch(39.6cm), Anti-Glare, HD Laptop, Radeon Graphics, Silver,1.52kg","39,800",N/A,https://m.media-amazon.com/images/I/71rDlgf2Q6L._AC_UY218_.jpg,N/A,Organic
"HP 15 (2026), AMD Athlon Dual Core 7120U - (8 GB DDR5/512 GB SSD/AMD Radeon 610M Graphics/DOS) Thin and Light Business Laptop/15.6"" HD Display/Turbo Silver/Copilot Key/1.5kg","39,990",2.0 out of 5 stars,https://m.media-amazon.com/images/I/718-7YE0WQL._AC_UY218_.jpg,N/A,Organic
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 16GB RAM, 512GB SSD, FHD, Anti-Glare, 15.6"", 39.6 cm, Windows 11 Home, M365 Basic(1yr)* Office24, Quiet Blue, 1.70 kg, X1504VA-BQ342WS, Laptop","46,990",4.3 out of 5 stars,https://m.media-amazon.com/images/I/71OUu3JeNIL._AC_UY218_.jpg,N/A,Organic
"HP Victus, 13th Gen Intel Core i7-13620H, 8GB RTX 5060, 24GB DDR5(Upgradeable) 1TB SSD, 144Hz, 300nits, IPS, FHD, 15.6""/39.6cm, Win11, M365* Office 24, Mica Silver, 2.29Kg, fa2308TX, RGB Gaming Laptop","1,25,990",4.6 out of 5 stars,https://m.media-amazon.com/images/I/71ZDvI4yXAL._AC_UY218_.jpg,N/A,Organic
"ASUS Chromebook CX1405 (2025), Intel Core 3-N355, 8GB RAM, 128GB SSD, FHD 14""(35.56cm), Chrome OS, Pure Grey, 1.38Kg, CX1405CTA-S60724, Intel UHD Graphics, 42WHrs, Thin & Light Laptop","34,490",4.5 out of 5 stars,https://m.media-amazon.com/images/I/71LikKalsOL._AC_UY218_.jpg,N/A,Organic
"ASUS Vivobook Go 14, AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, FHD, 14"", 60Hz,42WHrs, Windows 11, M365 Basic (1Year)*,Office Home 2024, Mixed Black, 1.38 kg, E1404FA-EB774WS, Thin & Light Laptop","46,990",4.4 out of 5 stars,https://m.media-amazon.com/images/I/71AfM5k3J4L._AC_UY218_.jpg,N/A,Organic
"ASUS Vivobook 15, Smartchoice, AMD Ryzen 7 5825U, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Quiet Blue, 1.7Kg, M1502YA-BQ703WS, AMD Radeon iGPU, M365 Basic (1Year)*, 42Whr Laptop","55,990",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71zMooVIVAL._AC_UY218_.jpg,N/A,Organic
"ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 12GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Cool Silver, 1.7Kg, X1504VA-BQ331WS, Intel UHD iGPU, Thin & Light, 42Whrs Laptop","45,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71bIUPAleZL._AC_UY218_.jpg,N/A,Ad
"acer Aspire Lite, 13th Gen, Intel Core i3-1305U, 16GB RAM, 512GB SSD, Full HD 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop","48,990",3.7 out of 5 stars,https://m.media-amazon.com/images/I/81A-ZqCxtlL._AC_UY218_.jpg,N/A,Ad
"ASUS Vivobook 15, Intel Core i7 13th Gen 13620H, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Cool Silver, 1.70kg, X1502VA-BQ837WS, Intel UHD iGPU, M365 Basic (1Year)* Laptop","65,990",4.0 out of 5 stars,https://m.media-amazon.com/images/I/71vmuzVDRFL._AC_UY218_.jpg,N/A,Ad
"ASUS Vivobook 15, Smartchoice,Intel Corei5 13thGen 13420H, 16GB RAM, 512GB SSD, FHD 15.6"", Win11, Office Home'24, M365 Basic (1Year)*, Cool Silver, 1.70kg, X1502VA-BQ835WS, Intel UHD iGPU, Laptop","59,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81gNMbbeqvL._AC_UY218_.jpg,N/A,Ad
𝗛𝗣𝗣𝗿𝗼𝗯𝗼𝗼𝗸Model 430 G3 Business Laptop | InteI i5 6th Gen | 8GB RAM | 256GB SSD | WiFi | Webcam | Win10 Pro (Refab),"20,299",N/A,https://m.media-amazon.com/images/I/61eW+bmIh+L._AC_UY218_.jpg,N/A,Organic
"Acer Aspire One, Intel Core Celeron N4500, Office 2024 + M365 Basic, 12GB LPDDR4X RAM/ 256GB SSD, 14.0""/35.56cm TN HD Display, Win 11 Home, Pure Silver, 1.3KG, A114-45, Thin and Light Laptop","35,990",N/A,https://m.media-amazon.com/images/I/71I0Oo7W2-L._AC_UY218_.jpg,N/A,Organic
"ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 16GB RAM, 512GB SSD, FHD 15.6"", Touchscreen, Win11, Office Home 2024, M365 Basic (1Year)*, Quiet Blue, 1.7Kg, X1504VA-E83959WS, Intel UHD iGPU, Laptop","49,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71VVn7vu2cL._AC_UY218_.jpg,N/A,Organic
"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty","40,999",3.9 out of 5 stars,https://m.media-amazon.com/images/I/61AccNkmFFL._AC_UY218_.jpg,N/A,Organic
"ASUS Vivobook 15, Intel Core i7 13th Gen 13620H, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Cool Silver, 1.70kg, X1502VA-BQ837WS, Intel UHD iGPU, M365 Basic (1Year)* Laptop","65,990",4.0 out of 5 stars,https://m.media-amazon.com/images/I/71vmuzVDRFL._AC_UL320_.jpg,N/A,Organic
"ASUS Vivobook 15, Smartchoice,Intel Corei5 13thGen 13420H, 16GB RAM, 512GB SSD, FHD 15.6"", Win11, Office Home'24, M365 Basic (1Year)*, Cool Silver, 1.70kg, X1502VA-BQ835WS, Intel UHD iGPU, Laptop","59,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81gNMbbeqvL._AC_UL320_.jpg,N/A,Organic
"ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 16GB RAM, 512GB SSD, FHD 15.6"", Touchscreen, Win11, Office Home 2024, M365 Basic (1Year)*, Quiet Blue, 1.7Kg, X1504VA-E83959WS, Intel UHD iGPU, Laptop","49,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71VVn7vu2cL._AC_UL320_.jpg,N/A,Organic
"Aspire Lite 13th Gen Intel Core i5-1334U, Office 2024 + M365 Basic, 16 GB RAM/512GB SSD,Full HD, 15.6""/39.62 cm, Win 11 Home, Steel Gray, 1.59 KG, AL15-53, Metal Body, Thin and Light Premium Laptop","54,400",4.0 out of 5 stars,https://m.media-amazon.com/images/I/61yC4DN4asL._AC_UL320_.jpg,N/A,Organic
"Lenovo Smartchoice Ideapad Slim 3, 13th Gen Intel Core i7 13620H, 16GB RAM, 512GB SSD, WUXGA IPS, 15.3""/38.8cm, Win 11, Office 2024, Top Metal Cover Grey, 1.6Kg, 83K100CJIN/S1IN, Backlit KB, Laptop","76,990",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71IjxF4prWL._AC_UL320_.jpg,N/A,Organic
"ASUS Gaming V16 (2025), Intel Core 5 210H, RTX 3050-6GB, 16GB RAM, 512GB SSD, FHD+, 16"", 40 cm, Windows 11 Home, M365 Basic(1yr)* Office24, Matte Black, 1.95 Kg, V3607VJ-RP134WS, Gaming Laptop","69,990",4.5 out of 5 stars,https://m.media-amazon.com/images/I/71-7wPSmOJL._AC_UY218_.jpg,N/A,Organic
